Date,Website country,User Country,Device Category,Site visits,Bookings,Booking Tool visits
2022-09-15,US,NO,desktop,680,25,342
2022-09-10,US,DE,desktop,679,21,282
2022-09-22,US,NO,desktop,677,20,339
2022-09-20,US,NO,desktop,673,20,315
2022-09-05,NL,NL,tablet,668,22,422
2022-08-31,NL,NL,tablet,665,20,386
2022-09-29,US,NO,desktop,665,34,291
2022-09-07,NL,NL,tablet,657,17,463
2022-09-21,US,NO,desktop,652,19,314
2022-09-10,NL,NL,tablet,650,13,416
2022-09-24,US,DE,desktop,645,18,279
2022-08-27,NL,NL,tablet,642,20,398
2022-09-28,US,NO,desktop,636,17,267
2022-08-23,NL,NL,tablet,630,16,382
2022-09-25,US,NO,mobile,627,2,243
2022-09-16,US,NO,desktop,619,16,273
2022-09-25,NL,NL,tablet,619,11,413
2022-09-23,US,NO,desktop,613,14,264
2022-09-12,NL,NL,tablet,612,28,396
2022-08-24,NL,NL,tablet,607,21,366
2022-08-22,NL,NL,tablet,603,27,402
2022-08-30,NL,NL,tablet,602,21,407
2022-09-09,NL,NL,tablet,601,19,398
2022-09-07,US,NO,desktop,600,12,314
2022-09-11,US,NO,mobile,598,11,237
2022-09-06,NL,NL,tablet,596,26,399
2022-09-01,NL,NL,tablet,593,12,355
2022-09-13,NL,NL,tablet,591,21,373
2022-08-29,NL,NL,tablet,585,24,376
2022-09-18,US,NO,mobile,577,5,243
2022-09-14,NL,NL,tablet,571,16,356
2022-09-04,DE,US,mobile,565,13,336
2022-08-25,NL,NL,tablet,562,23,323
2022-09-16,NL,NL,tablet,562,12,336
2022-09-02,NL,NL,tablet,560,20,344
2022-09-09,US,NO,desktop,557,17,257
2022-09-17,US,NO,mobile,556,2,156
2022-09-25,US,NO,desktop,551,17,253
2022-09-07,US,DE,mobile,547,5,155
2022-09-21,NL,NL,tablet,539,23,336
2022-09-26,NL,NL,tablet,537,16,355
2022-09-26,US,NO,mobile,536,8,180
2022-09-08,US,NO,desktop,535,15,282
2022-09-24,NL,NL,tablet,532,26,359
2022-08-26,NL,NL,tablet,529,15,312
2022-09-23,NL,NL,tablet,526,14,327
2022-09-20,NL,NL,tablet,525,21,323
2022-08-22,DE,US,mobile,523,12,307
2022-08-28,DE,US,mobile,523,9,291
2022-09-03,NL,NL,tablet,518,21,349
2022-09-28,NL,NL,tablet,517,15,356
2022-09-12,US,NO,mobile,510,5,188
2022-09-29,NL,NL,tablet,510,13,326
2022-09-18,US,NO,desktop,506,9,255
2022-09-16,US,NO,mobile,505,1,172
2022-09-08,NL,DE,desktop,503,26,293
2022-08-31,NL,DE,desktop,500,49,286
2022-09-15,NL,NL,tablet,499,16,323
2022-09-20,US,NO,mobile,498,2,181
2022-09-03,DE,US,mobile,492,13,231
2022-09-17,US,IT,mobile,492,6,120
2022-09-11,US,NO,desktop,490,18,257
2022-09-27,NL,NL,tablet,488,22,328
2022-09-13,US,NO,mobile,483,7,190
2022-09-22,US,NO,mobile,483,7,179
2022-09-27,US,IT,desktop,483,12,208
2022-09-22,NL,NL,tablet,482,23,308
2022-09-13,US,IT,desktop,473,19,186
2022-09-15,US,NO,mobile,473,7,165
2022-09-19,NL,NL,tablet,472,13,303
2022-08-23,DE,US,mobile,470,11,254
2022-09-27,US,NO,mobile,469,9,174
2022-09-02,DE,US,mobile,468,9,230
2022-09-05,DE,US,mobile,468,8,238
2022-09-23,US,NO,mobile,467,4,144
2022-08-24,NL,DE,desktop,465,31,242
2022-09-21,US,NO,mobile,463,7,167
2022-08-29,NL,DE,desktop,462,36,269
2022-08-24,DE,US,mobile,461,11,248
2022-09-17,DE,US,mobile,459,8,206
2022-09-06,NL,DE,desktop,456,36,247
2022-09-13,DE,US,mobile,453,13,268
2022-08-30,NL,DE,desktop,451,36,256
2022-09-10,US,NO,mobile,451,3,167
2022-09-18,DE,US,mobile,450,7,248
2022-09-29,US,NO,mobile,449,8,163
2022-09-15,US,IT,desktop,447,16,172
2022-08-30,DE,US,mobile,446,17,238
2022-09-11,DE,US,mobile,446,10,267
2022-09-16,US,IT,desktop,445,12,187
2022-09-17,US,NO,desktop,445,17,189
2022-09-24,US,NO,mobile,445,3,184
2022-08-29,DE,US,mobile,443,3,227
2022-09-06,DE,US,mobile,443,10,234
2022-09-14,US,NO,mobile,443,3,154
2022-08-22,NL,DE,desktop,442,28,261
2022-09-28,US,NO,mobile,442,6,158
2022-09-14,US,IT,desktop,437,21,184
2022-08-23,NL,DE,desktop,436,42,261
2022-08-25,NL,DE,desktop,436,27,257
2022-09-20,US,IT,desktop,435,11,166
2022-08-31,DE,US,mobile,434,12,225
2022-09-28,US,IT,desktop,432,12,184
2022-09-26,US,IT,desktop,431,14,196
2022-09-19,US,IT,desktop,430,6,179
2022-09-01,NL,DE,desktop,429,30,224
2022-09-19,US,NO,mobile,429,5,130
2022-09-12,US,IT,mobile,425,5,140
2022-09-12,US,IT,desktop,424,14,158
2022-09-05,NL,DE,desktop,422,26,248
2022-09-18,US,IT,mobile,419,3,110
2022-09-20,NL,DE,desktop,417,22,232
2022-09-07,DE,US,mobile,416,6,220
2022-09-27,NL,DE,desktop,414,32,239
2022-09-29,US,IT,desktop,413,11,165
2022-09-16,US,IT,mobile,412,4,111
2022-09-14,US,IT,mobile,409,4,124
2022-09-22,US,IT,desktop,408,14,177
2022-09-08,DE,US,mobile,407,9,222
2022-09-07,US,NO,mobile,406,6,163
2022-09-09,US,NO,mobile,403,6,154
2022-09-12,NL,DE,desktop,403,24,248
2022-09-13,NL,DE,desktop,403,26,231
2022-09-14,NL,DE,desktop,401,28,219
2022-09-14,DE,US,mobile,399,15,241
2022-09-29,US,IT,mobile,399,6,131
2022-09-16,DE,US,mobile,397,11,192
2022-09-13,US,IT,mobile,396,0,102
2022-09-25,DE,US,mobile,395,14,220
2022-09-01,DE,US,mobile,394,5,206
2022-09-21,US,IT,desktop,394,5,166
2022-09-16,NL,DE,desktop,393,18,216
2022-09-07,US,IT,desktop,392,13,176
2022-09-15,NL,DE,desktop,392,22,201
2022-09-24,US,IT,mobile,391,2,94
2022-09-12,DE,US,mobile,390,10,206
2022-09-29,NL,DE,desktop,390,25,208
2022-09-26,NL,DE,desktop,389,31,215
2022-09-09,DE,US,mobile,388,8,209
2022-09-20,DE,US,mobile,387,8,204
2022-09-25,US,IT,mobile,387,4,112
2022-09-22,NL,DE,desktop,386,22,204
2022-09-19,DE,US,mobile,385,5,209
2022-09-09,US,IT,desktop,384,4,166
2022-09-28,NL,DE,desktop,384,26,205
2022-09-08,US,IT,desktop,381,8,156
2022-09-10,DE,US,mobile,381,7,213
2022-09-15,US,IT,mobile,381,4,104
2022-09-09,US,IT,mobile,378,1,99
2022-09-02,NL,DE,desktop,374,22,219
2022-09-07,NL,DE,desktop,374,18,212
2022-09-23,US,IT,mobile,372,6,111
2022-09-11,US,IT,mobile,368,1,127
2022-09-23,US,IT,desktop,366,16,157
2022-09-15,DE,US,mobile,364,9,218
2022-09-24,US,NO,desktop,361,9,172
2022-09-21,NL,DE,desktop,360,29,197
2022-09-19,NL,DE,desktop,359,22,188
2022-09-08,US,NO,mobile,354,3,140
2022-09-27,US,IT,mobile,354,2,108
2022-08-29,US,NL,desktop,353,13,83
2022-09-19,US,IT,mobile,352,5,88
2022-09-22,US,IT,mobile,352,4,106
2022-08-26,DE,US,mobile,349,11,179
2022-09-28,US,IT,mobile,349,10,108
2022-09-20,US,IT,mobile,347,3,111
2022-09-08,US,IT,mobile,346,6,104
2022-09-10,US,NO,desktop,345,15,167
2022-08-25,DE,US,mobile,339,4,176
2022-09-10,US,IT,mobile,337,6,105
2022-09-24,DE,US,mobile,335,7,168
2022-08-22,DE,US,desktop,334,23,189
2022-09-06,DE,US,desktop,334,35,214
2022-09-21,US,IT,mobile,334,3,112
2022-09-29,DE,US,mobile,331,8,158
2022-09-28,DE,US,mobile,329,12,177
2022-09-26,US,IT,mobile,324,4,93
2022-08-24,NO,US,mobile,322,9,232
2022-08-22,NO,US,mobile,321,9,218
2022-08-23,DE,US,desktop,321,21,174
2022-09-27,DE,US,mobile,319,9,167
2022-09-19,DE,US,desktop,318,15,195
2022-09-11,DE,US,desktop,316,15,211
2022-09-26,DE,US,mobile,315,6,173
2022-08-27,DE,US,mobile,312,7,160
2022-09-13,DE,US,desktop,312,25,198
2022-09-17,US,IT,desktop,310,8,119
2022-09-23,NL,DE,desktop,306,20,170
2022-08-23,NO,US,mobile,305,2,205
2022-08-24,DE,US,desktop,302,21,177
2022-08-25,US,NL,desktop,302,8,77
2022-08-27,US,NL,desktop,302,16,67
2022-09-02,DE,US,desktop,302,12,174
2022-09-14,DE,US,desktop,302,20,185
2022-09-23,DE,US,mobile,300,9,142
2022-09-22,DE,US,mobile,298,4,143
2022-09-05,DE,US,desktop,295,13,166
2022-08-24,US,NL,desktop,293,20,71
2022-09-04,NO,US,mobile,292,5,213
2022-09-18,NO,US,mobile,290,6,189
2022-09-08,DE,US,desktop,289,17,168
2022-09-12,DE,US,desktop,289,13,171
2022-08-26,US,NL,desktop,287,16,70
2022-09-20,DE,US,desktop,285,18,169
2022-08-26,NL,DE,desktop,283,18,169
2022-08-29,DE,US,desktop,283,12,175
2022-09-01,DE,US,desktop,283,25,188
2022-09-11,US,US,tablet,283,3,144
2022-09-25,US,IT,desktop,283,10,120
2022-09-21,DE,US,mobile,280,7,136
2022-08-30,DE,US,desktop,279,17,173
2022-08-28,US,NL,desktop,278,10,57
2022-08-31,DE,US,desktop,276,15,166
2022-09-15,DE,US,desktop,276,15,147
2022-09-18,DE,US,desktop,276,15,165
2022-09-07,DE,US,desktop,275,15,161
2022-09-18,US,IT,desktop,275,8,108
2022-09-24,US,IT,desktop,274,13,125
2022-09-05,US,NL,desktop,273,14,95
2022-09-09,DE,US,desktop,273,19,184
2022-09-01,NO,US,mobile,271,10,181
2022-08-23,IT,US,mobile,269,6,162
2022-08-28,DE,US,desktop,267,11,165
2022-09-06,NO,US,mobile,267,7,194
2022-09-11,US,IT,desktop,267,14,115
2022-09-04,DE,US,desktop,266,9,169
2022-09-10,US,US,tablet,266,13,125
2022-09-27,DE,US,desktop,264,14,148
2022-09-07,US,IT,mobile,263,3,80
2022-09-05,NO,US,mobile,262,9,166
2022-08-24,IT,US,mobile,261,7,161
2022-09-09,NL,DE,desktop,261,20,156
2022-09-10,US,IT,desktop,260,17,116
2022-09-21,DE,US,desktop,258,19,149
2022-09-05,IT,US,mobile,257,3,185
2022-09-07,US,US,tablet,256,8,123
2022-09-19,NO,US,mobile,256,8,163
2022-08-22,IT,US,mobile,254,5,143
2022-09-02,NO,US,mobile,254,10,155
2022-08-28,NO,US,mobile,253,9,191
2022-09-16,DE,US,desktop,253,20,130
2022-09-16,US,US,tablet,253,6,113
2022-09-03,DE,US,desktop,252,11,151
2022-09-26,DE,US,desktop,252,18,142
2022-09-04,US,NL,mobile,251,5,72
2022-08-25,DE,US,desktop,250,14,151
2022-09-02,US,US,tablet,250,21,136
2022-09-02,IT,US,mobile,249,4,147
2022-09-14,NO,US,mobile,249,5,152
2022-09-14,US,US,tablet,249,5,124
2022-08-28,US,US,tablet,248,8,139
2022-09-12,US,US,tablet,246,10,123
2022-09-13,US,US,tablet,245,6,117
2022-09-18,US,US,tablet,245,6,136
2022-09-08,NL,DE,mobile,243,6,127
2022-09-17,DE,US,desktop,242,16,132
2022-09-23,DE,US,desktop,242,17,140
2022-09-05,US,US,tablet,240,7,142
2022-09-28,US,US,tablet,239,12,107
2022-09-19,US,US,tablet,237,8,102
2022-09-22,DE,US,desktop,237,8,142
2022-09-12,NO,US,mobile,236,11,153
2022-09-24,US,US,tablet,235,9,124
2022-09-03,NO,US,mobile,234,3,156
2022-08-31,NO,US,mobile,232,11,154
2022-09-21,US,US,tablet,231,5,117
2022-09-08,US,US,tablet,230,10,115
2022-09-05,US,NL,mobile,228,2,68
2022-09-17,US,US,tablet,228,11,96
2022-08-30,IT,US,mobile,226,4,138
2022-09-03,US,US,tablet,226,7,120
2022-09-27,US,US,tablet,226,14,98
2022-09-28,DE,US,desktop,226,9,118
2022-08-26,DE,US,desktop,225,7,126
2022-08-26,US,NL,mobile,225,4,65
2022-08-30,NO,US,mobile,225,7,144
2022-09-20,US,US,tablet,225,7,99
2022-09-15,US,US,tablet,224,5,106
2022-09-07,NO,US,mobile,221,5,136
2022-09-17,NO,US,mobile,221,9,143
2022-09-20,NO,US,mobile,221,6,150
2022-08-27,NO,US,mobile,220,4,154
2022-09-15,NO,US,mobile,220,6,127
2022-09-02,US,NL,desktop,219,11,94
2022-08-31,IT,US,mobile,218,3,136
2022-09-26,US,US,tablet,218,14,99
2022-08-27,IT,US,mobile,215,3,130
2022-09-09,US,US,tablet,215,5,96
2022-08-31,US,US,tablet,214,13,102
2022-09-06,US,NL,desktop,214,14,88
2022-09-23,US,US,tablet,214,6,105
2022-08-24,US,US,tablet,213,16,116
2022-09-03,US,NL,mobile,213,5,67
2022-08-28,IT,US,mobile,212,0,140
2022-08-30,US,NL,desktop,212,18,86
2022-09-16,NO,US,mobile,212,3,130
2022-09-01,IT,US,mobile,211,9,145
2022-09-11,DE,DE,tablet,211,8,157
2022-09-29,DE,US,desktop,211,3,129
2022-09-01,US,NL,mobile,210,6,67
2022-09-25,US,US,tablet,210,11,120
2022-09-03,IT,US,mobile,209,4,135
2022-09-04,IT,US,mobile,208,6,144
2022-09-09,NO,US,mobile,208,8,134
2022-09-18,DE,DE,tablet,207,10,150
2022-09-25,DE,US,desktop,207,8,125
2022-08-29,NO,US,mobile,206,7,141
2022-08-29,US,US,tablet,206,10,116
2022-09-04,US,US,tablet,206,7,113
2022-08-22,US,US,tablet,205,8,111
2022-08-28,DE,DE,tablet,205,5,152
2022-09-10,DE,US,desktop,205,15,119
2022-09-22,US,US,tablet,202,9,99
2022-08-25,NO,US,mobile,201,5,119
2022-09-13,NO,US,mobile,201,1,128
2022-08-22,US,NL,desktop,200,20,72
2022-08-27,US,US,tablet,199,5,105
2022-08-29,US,NL,mobile,199,5,71
2022-08-28,US,NL,mobile,198,9,68
2022-08-31,US,NL,mobile,198,9,81
2022-08-23,US,US,tablet,197,9,121
2022-08-30,US,US,tablet,197,12,107
2022-09-14,IT,US,mobile,197,4,124
2022-09-17,US,NL,tablet,197,2,41
2022-09-08,NO,US,mobile,195,5,125
2022-09-18,US,NL,tablet,195,0,69
2022-09-26,NO,US,mobile,195,8,123
2022-09-04,DE,DE,tablet,194,7,138
2022-09-17,IT,US,mobile,194,2,115
2022-09-25,DE,DE,tablet,193,7,141
2022-09-29,US,US,tablet,193,5,86
2022-08-31,US,NL,desktop,192,13,82
2022-08-23,US,NL,desktop,191,16,79
2022-08-27,US,NL,mobile,191,7,65
2022-09-11,IT,US,mobile,191,4,123
2022-09-29,NO,US,mobile,191,5,114
2022-08-26,US,US,tablet,190,7,100
2022-09-02,US,NL,mobile,190,10,62
2022-09-06,IT,US,mobile,190,4,130
2022-09-06,US,NL,mobile,189,2,78
2022-09-07,IT,US,mobile,188,5,123
2022-09-16,IT,US,mobile,187,4,109
2022-09-16,NL,DE,mobile,187,0,86
2022-09-20,IT,US,mobile,187,3,120
2022-09-27,NL,IT,desktop,187,17,99
2022-09-21,NO,US,mobile,186,7,121
2022-08-26,NO,US,mobile,185,8,132
2022-08-25,IT,US,mobile,183,0,114
2022-09-01,US,NL,desktop,181,9,69
2022-09-11,NO,US,mobile,181,0,123
2022-09-12,DE,DE,tablet,181,8,139
2022-09-13,DE,DE,tablet,180,9,130
2022-09-25,NL,DE,desktop,180,14,93
2022-08-25,US,US,tablet,179,4,94
2022-08-29,IT,US,mobile,179,4,101
2022-08-26,IT,US,mobile,178,2,97
2022-09-10,NL,DE,desktop,178,14,93
2022-08-24,NL,DE,mobile,177,1,59
2022-09-18,IT,US,mobile,176,0,118
2022-09-23,NO,US,mobile,176,2,94
2022-08-24,DE,DE,tablet,175,5,117
2022-09-27,NO,US,mobile,175,4,111
2022-08-22,DE,DE,tablet,174,6,101
2022-09-17,DE,DE,tablet,174,4,124
2022-09-19,IT,US,mobile,174,2,121
2022-09-04,US,NL,desktop,172,5,67
2022-09-06,US,US,tablet,172,12,91
2022-09-22,NO,US,mobile,172,5,101
2022-09-25,NO,US,mobile,171,4,109
2022-09-10,IT,US,mobile,170,4,122
2022-09-15,IT,US,mobile,170,5,113
2022-09-03,US,NL,desktop,169,10,68
2022-09-10,NO,US,mobile,169,5,102
2022-09-13,IT,US,mobile,169,4,110
2022-09-27,DE,DE,tablet,169,5,117
2022-08-27,DE,US,desktop,167,11,98
2022-09-07,DE,DE,tablet,167,5,127
2022-09-14,DE,DE,tablet,166,4,113
2022-08-25,US,NL,mobile,165,8,50
2022-08-27,DE,DE,tablet,165,4,113
2022-08-30,US,NL,mobile,165,2,45
2022-09-10,DE,DE,tablet,165,4,114
2022-09-28,NO,US,mobile,165,2,103
2022-09-29,IT,US,mobile,165,1,101
2022-08-23,NL,IT,desktop,164,13,83
2022-08-24,NL,IT,mobile,164,3,58
2022-09-01,US,US,tablet,164,6,84
2022-08-28,NL,DE,desktop,162,14,100
2022-09-03,DE,DE,tablet,161,7,116
2022-09-06,DE,NL,desktop,161,22,102
2022-09-09,IT,US,mobile,161,3,108
2022-09-08,DE,DE,tablet,160,5,113
2022-09-22,US,NL,tablet,160,1,47
2022-09-12,IT,US,mobile,159,1,103
2022-08-31,DE,DE,tablet,158,7,104
2022-09-06,DE,DE,tablet,158,5,107
2022-09-06,NL,IT,desktop,158,24,101
2022-09-11,NL,DE,desktop,157,14,84
2022-09-27,IT,US,mobile,156,6,119
2022-09-08,IT,US,mobile,155,5,106
2022-08-22,US,NL,mobile,154,4,45
2022-08-23,US,NL,mobile,154,5,51
2022-09-05,DE,DE,tablet,154,8,110
2022-09-07,NL,IT,desktop,154,14,79
2022-09-08,US,NL,tablet,153,1,55
2022-09-16,NL,IT,mobile,152,1,50
2022-09-24,NO,US,mobile,152,2,96
2022-09-04,NL,DE,desktop,151,16,98
2022-09-05,DE,NL,desktop,151,18,96
2022-09-17,NL,DE,mobile,151,4,68
2022-09-21,DE,DE,tablet,151,9,102
2022-09-21,IT,US,mobile,151,8,110
2022-09-24,IT,US,mobile,151,0,110
2022-08-30,DE,DE,tablet,150,7,90
2022-09-02,DE,DE,tablet,150,2,107
2022-09-24,DE,DE,tablet,150,9,108
2022-09-24,DE,US,desktop,150,4,81
2022-09-25,US,NL,tablet,150,1,41
2022-08-22,NL,IT,desktop,149,15,87
2022-08-23,DE,DE,tablet,149,3,100
2022-09-18,NL,DE,desktop,149,5,77
2022-09-19,US,NL,tablet,149,4,39
2022-08-22,NO,US,desktop,148,7,88
2022-08-24,US,NL,mobile,148,6,45
2022-09-01,DE,NL,desktop,148,19,86
2022-09-13,US,NL,tablet,147,1,45
2022-09-16,US,NL,tablet,147,4,42
2022-08-28,NO,NO,tablet,146,10,111
2022-09-01,NL,IT,desktop,145,17,86
2022-09-20,DE,DE,tablet,145,6,105
2022-09-28,DE,DE,tablet,145,1,110
2022-09-01,DE,DE,tablet,144,5,88
2022-09-17,NL,IT,mobile,144,0,37
2022-08-29,DE,DE,tablet,143,7,90
2022-09-02,NL,DE,mobile,143,2,68
2022-09-29,DE,DE,tablet,143,3,104
2022-08-24,NO,US,desktop,142,12,88
2022-09-04,NL,IT,mobile,142,2,42
2022-09-13,DE,NL,desktop,142,7,91
2022-08-23,NO,US,desktop,141,16,82
2022-09-29,NL,IT,desktop,141,13,72
2022-08-31,DE,NL,desktop,140,11,80
2022-09-11,US,NL,tablet,140,1,52
2022-09-12,NL,IT,desktop,140,13,63
2022-08-25,DE,DE,tablet,139,4,92
2022-09-25,IT,US,mobile,139,3,94
2022-09-26,DE,DE,tablet,138,4,94
2022-08-26,DE,DE,tablet,137,2,98
2022-09-01,NO,US,desktop,137,19,90
2022-09-14,NL,IT,desktop,137,8,55
2022-09-06,NO,US,desktop,136,8,79
2022-09-12,NL,NO,desktop,136,7,71
2022-09-22,DE,DE,tablet,136,5,95
2022-09-15,US,NL,tablet,135,1,32
2022-09-20,NL,IT,desktop,135,8,64
2022-09-15,NL,IT,desktop,134,14,59
2022-09-20,US,NL,tablet,134,5,37
2022-09-09,DE,DE,tablet,133,5,101
2022-09-21,US,NL,tablet,133,5,37
2022-09-27,DE,NL,desktop,133,14,83
2022-09-28,IT,US,mobile,133,1,82
2022-09-08,NL,IT,desktop,132,9,54
2022-09-13,NL,IT,desktop,132,17,69
2022-09-14,US,NL,tablet,132,0,25
2022-09-17,NL,DE,desktop,132,10,56
2022-08-24,NL,NO,desktop,131,10,64
2022-09-05,NL,IT,desktop,131,21,75
2022-09-09,US,NL,tablet,131,1,37
2022-08-31,NL,IT,desktop,130,11,62
2022-09-21,NL,IT,desktop,130,13,77
2022-09-22,NL,IT,desktop,130,19,55
2022-09-26,US,NL,tablet,130,0,40
2022-09-28,NL,IT,desktop,130,12,62
2022-08-25,NL,IT,desktop,129,10,62
2022-08-25,NL,IT,mobile,129,6,40
2022-08-29,DE,NL,desktop,129,9,77
2022-09-16,DE,DE,tablet,129,5,99
2022-09-28,DE,NL,desktop,129,15,82
2022-08-24,NL,IT,desktop,128,8,60
2022-09-28,US,NL,tablet,128,1,52
2022-09-05,NO,US,desktop,127,12,90
2022-09-14,DE,NL,desktop,127,10,70
2022-09-15,DE,DE,tablet,127,5,91
2022-09-16,NL,IT,desktop,126,11,57
2022-09-26,NL,IT,desktop,126,11,71
2022-09-13,NL,NO,desktop,125,10,69
2022-09-18,NL,DE,mobile,125,3,48
2022-08-30,NL,NO,desktop,124,13,80
2022-09-03,NL,DE,desktop,124,13,73
2022-09-26,IT,US,mobile,124,1,93
2022-08-22,DE,NL,desktop,123,6,75
2022-09-10,US,NL,tablet,123,1,40
2022-09-14,NO,US,desktop,123,10,85
2022-09-18,NL,IT,mobile,123,3,33
2022-09-27,NL,IT,mobile,123,3,58
2022-09-12,US,NL,tablet,122,2,36
2022-09-22,IT,US,mobile,122,4,89
2022-08-23,NL,IT,mobile,121,0,34
2022-09-19,DE,DE,tablet,121,3,76
2022-09-22,DE,NL,desktop,121,9,75
2022-09-24,US,NL,tablet,121,2,39
2022-08-30,DE,NL,desktop,120,17,68
2022-09-19,IT,NL,desktop,120,4,83
2022-09-19,NL,IT,desktop,120,21,65
2022-08-30,NL,IT,desktop,119,17,59
2022-09-09,NL,IT,desktop,119,16,52
2022-09-20,NO,US,desktop,119,9,72
2022-08-24,DE,NL,desktop,118,14,58
2022-09-07,NL,NO,desktop,118,11,63
2022-09-11,NL,DE,mobile,118,2,42
2022-09-14,IT,NL,desktop,118,18,69
2022-09-29,US,NL,tablet,118,0,40
2022-09-11,NL,IT,mobile,117,4,30
2022-09-12,DE,NL,desktop,117,8,77
2022-08-25,NL,DE,mobile,116,1,44
2022-09-23,IT,US,mobile,116,6,78
2022-08-27,NL,DE,desktop,115,14,70
2022-08-29,NL,IT,desktop,115,19,67
2022-08-31,NL,DE,mobile,115,1,34
2022-09-23,NL,IT,desktop,115,12,51
2022-08-26,NL,IT,mobile,114,4,34
2022-09-02,NL,IT,mobile,114,2,30
2022-09-13,NL,IT,mobile,114,0,43
2022-09-21,DE,NL,desktop,114,8,60
2022-09-04,NL,DE,mobile,113,0,52
2022-09-07,DE,NL,desktop,113,9,71
2022-09-03,NL,DE,mobile,112,0,50
2022-09-09,NL,IT,mobile,112,2,33
2022-09-18,NO,US,desktop,112,13,78
2022-08-26,DE,NL,desktop,111,9,78
2022-08-30,NO,US,desktop,111,12,75
2022-09-04,NO,NO,tablet,111,7,89
2022-09-05,IT,US,desktop,111,6,74
2022-09-12,NO,US,desktop,111,6,70
2022-09-20,DE,NL,desktop,111,5,61
2022-09-26,DE,NL,desktop,111,6,58
2022-09-27,US,NL,tablet,111,0,34
2022-08-23,DE,NL,desktop,110,8,68
2022-09-09,NO,US,desktop,110,4,64
2022-09-12,NL,DE,mobile,110,2,48
2022-09-14,IT,US,desktop,110,9,59
2022-09-23,DE,DE,tablet,110,4,79
2022-08-30,NL,DE,mobile,109,3,53
2022-09-07,NO,US,desktop,109,5,75
2022-09-08,DE,NL,desktop,109,9,57
2022-09-22,NO,US,desktop,109,9,60
2022-09-24,NL,DE,desktop,109,5,64
2022-09-04,NO,US,desktop,108,3,75
2022-09-10,NL,IT,mobile,108,4,40
2022-09-14,NL,IT,mobile,108,1,34
2022-09-23,DE,NL,desktop,108,10,48
2022-09-25,NL,DE,mobile,108,0,54
2022-08-22,IT,US,desktop,107,4,55
2022-08-27,NL,DE,mobile,107,1,56
2022-09-11,NO,NO,tablet,107,5,86
2022-09-13,NO,US,desktop,107,11,67
2022-09-15,DE,NL,desktop,107,7,56
2022-09-20,IT,NL,desktop,107,12,67
2022-09-20,NL,NO,desktop,107,13,57
2022-09-25,NO,NO,tablet,107,3,79
2022-09-26,NL,NO,desktop,107,9,65
2022-08-22,NL,IT,mobile,106,1,36
2022-09-08,NO,US,desktop,106,9,71
2022-09-15,NL,NO,desktop,106,10,55
2022-09-01,NL,IT,mobile,105,0,42
2022-09-05,NL,NO,desktop,105,9,62
2022-09-23,NL,NO,desktop,105,12,57
2022-08-27,NL,IT,mobile,104,0,24
2022-09-02,DE,NL,desktop,104,6,56
2022-09-05,NL,DE,mobile,104,3,39
2022-09-19,NL,NO,desktop,104,4,67
2022-09-26,IT,NL,desktop,104,5,72
2022-08-26,NL,IT,desktop,103,12,44
2022-08-28,NL,DE,mobile,103,2,49
2022-08-29,NL,IT,mobile,103,1,42
2022-09-08,NL,NO,desktop,103,9,56
2022-09-28,NL,DE,mobile,103,1,42
2022-08-26,IT,US,desktop,102,3,62
2022-08-28,NL,IT,mobile,102,1,32
2022-08-31,NO,US,desktop,102,15,58
2022-09-01,NL,DE,mobile,102,0,38
2022-09-12,NL,IT,mobile,102,4,35
2022-09-15,IT,US,desktop,102,11,63
2022-09-15,NL,DE,mobile,102,0,30
2022-09-22,NL,NO,desktop,102,9,56
2022-09-29,NL,DE,mobile,102,4,34
2022-09-06,NL,IT,mobile,101,3,44
2022-09-08,NL,IT,mobile,101,2,40
2022-09-27,NO,US,desktop,101,15,58
2022-09-29,DE,NL,desktop,101,6,61
2022-08-23,NL,DE,mobile,100,1,32
2022-09-01,IT,US,desktop,100,7,62
2022-09-07,US,NL,tablet,100,0,28
2022-09-09,NL,DE,mobile,100,1,53
2022-09-15,NL,IT,mobile,100,2,35
2022-08-23,NL,NO,desktop,99,13,57
2022-09-02,NL,IT,desktop,99,9,58
2022-09-13,NO,NO,tablet,99,7,65
2022-09-18,NO,NO,tablet,99,5,73
2022-09-21,NO,US,desktop,99,9,69
2022-09-23,US,NL,tablet,99,2,25
2022-09-26,NL,DE,mobile,99,3,25
2022-09-13,IT,US,desktop,98,2,68
2022-09-19,NO,US,desktop,98,11,54
2022-08-24,NO,NO,tablet,97,7,71
2022-08-25,DE,NL,desktop,97,14,43
2022-09-06,NL,NO,desktop,97,9,57
2022-09-07,IT,US,desktop,97,5,50
2022-09-08,IT,NL,desktop,97,13,67
2022-09-09,DE,NL,desktop,97,6,54
2022-09-13,NL,DE,mobile,97,2,34
2022-09-03,NL,IT,mobile,96,0,28
2022-09-15,IT,NL,desktop,96,8,52
2022-09-17,NO,NO,tablet,96,5,69
2022-09-20,NL,DE,mobile,96,0,34
2022-09-20,NL,IT,mobile,96,2,32
2022-09-26,NO,US,desktop,96,11,65
2022-08-30,IT,NL,desktop,95,12,56
2022-08-31,NL,NO,desktop,95,8,52
2022-09-03,NO,US,desktop,95,8,62
2022-09-05,NL,IT,mobile,95,4,31
2022-09-07,NL,IT,mobile,95,0,25
2022-09-12,NO,NO,tablet,95,4,75
2022-09-16,DE,NL,desktop,95,6,58
